,dialog_act,utterance
3611,inform,"id like an expensive restaurant in the east part of town
"
3612,inform,"vegitarian
"
3613,inform,"im looking for an expensive restaurant that serves hungarian
"
3614,reqalts,"uh anything else
"
3615,confirm,"is it hungarian
"
3616,request,"whats the phone number and price range
"
3617,negate,"uh no preference
"
3618,inform,"moderately priced any food
"
3619,inform,"what is there in the north
"
3620,inform,"indian restaurant
"
3621,request,"address and postcode
"
3622,reqalts,"how about caribbean food
"
3623,confirm,"is it hungarian food
"
3624,inform,"i want an expensive steak house
"
3625,inform,"food type
"
3626,hello,"hello im looking for a cheap
"
3627,affirm,"yes please can i have the address and the price range of the restaurant please
"
3628,null,"left
"
3629,inform,"im looking for a restaurant in any area that serves swedish food
"
3630,inform,"im looking for a restaurant in any area and it should serve turkish
"
3631,inform,"find restaurant in north part of town serving fusion food
"
3632,inform,"i am looking for an expensive restaurant that serves swedish food
"
3633,null,"you tell me
"
3634,request,"and can you tell me the post code
"
3635,reqalts,"what about bistro food
"
3636,inform,"im looking for a cheap restaurant that serves portuguese food
"
3637,inform,"steak house food
"
3638,affirm,"uh yes an expensive restaurant
"
3639,inform,"im looking for a restaurant that serves french food
"
3640,null,"and ah
"
3641,request,"what is the phone
"
3642,inform,"i want a cheap restaurant in the south part of town
"
3643,inform,"im looking for canapes food in any price range
"
3644,request,"address
"
3645,reqalts,"is there a restaurant that serves european food
"
3646,confirm,"is it thai food
"
3647,null,"that serves viet
"
3648,inform,"chinese type of food
"
3649,inform,"indian food
"
3650,inform,"i need an expensive restaurant that serves afghan food
"
3651,inform,"i would like to find an expensive restaurant serving
"
3652,inform,"um im looking for a cheap restaurant
"
3653,reqalts,"how about french food
"
3654,negate,"no unintelligible
"
3655,reqalts,"how about a turkish restaurant anywhere
"
3656,inform,"im looking for korean food
"
3657,null,"laugh you suck
"
3658,inform,"chinese food
"
3659,inform,"looking for a cheap restaurant and it should be in the west part of town
"
3660,request,"how about phone number
"
3661,inform,"uh im looking for a moderately priced restaurant
"
3662,confirm,"is it in the south part
"
3663,thankyou,"okay thank
"
3664,inform,"portuguese food in the south part of town
"
3665,request,"okay please give me the phone number
"
3666,reqalts,"okay how about a moderately prices restaurant that serves
"
3667,inform,"im looking for a thai food restaurant and i dont care the price
"
3668,request,"and the phone number okay
"
3669,inform,"uh im looking for a cheap restaurant in the south part of town
"
3670,inform,"im looking for a restaurant in the east part of town and it should serve
"
3671,confirm,"is there a modern european
"
3672,inform,"you know thai thai food
"
3673,inform,"i need lebanese food
"
3674,inform,"austria asian restaurant in the center of town
"
3675,inform,"im looking for a cheap jamaican restaurant
"
3676,inform,"can i get turkish food
"
3677,inform,"id like a moderately priced restaurant
"
3678,inform,"im looking for a restaurant in the north part of town that serves thai food
"
3679,inform,"i need indian food
"
3680,affirm,"yes cheap restaurant
"
3681,request,"uh whats the address
"
3682,inform,"cantonese food
"
3683,request,"could you give the address phone number and post code
"
3684,inform,"looking for a restaurant in the south part of town with german food
"
3685,inform,"looking for a cheap restaurant east part of town
"
3686,thankyou,"okay but im going to nandos thank you good bye
"
3687,inform,"im looking for a barbecue restaurant in the east part of town
"
3688,inform,"singapore food
"
3689,request,"and the area
"
3690,inform,"can i get a restaurant in the west part of town
"
3691,request,"could i get the address and post code please
"
3692,null,"im looking
"
3693,inform,"for a moderately priced restaurant
"
3694,inform,"id like italian food
"
3695,reqalts,"is there a restaurant in the west part of town that serves thai food
"
3696,inform,"i want a restaurant in the west part of town serving thai food
"
3697,inform,"what about kosher food
"
3698,deny,"no not indian scandinavian food
"
3699,reqalts,"how about modern european
"
3700,inform,"i want a restaurant in the north part of town that serves kosher
"
3701,inform,"im looking for turkish food in the center
"
3702,inform,"im looking for a cheap restaurant in the south part of town
"
3703,inform,"okay im looking for a restaurant serving fre
"
3704,request,"could i get the phone number and price range
"
3705,inform,"i want christmas food
"
3706,inform,"cheap restaurant serving asian oriental
"
3707,request,"how much does it cost
"
3708,confirm,"does it serve cuban food
"
3709,reqalts,"is there a restaurant that has british food
"
3710,inform,"im looking for an expensive restaurant that serves danish food
"
3711,inform,"portuguese food any price
"
3712,request,"oh so what is the phone number
"
3713,affirm,"uh yes international food please
"
3714,inform,"a moderately priced restaurant in the east of town
"
3715,confirm,"is it cheap
"
3716,reqalts,"what about swedish
"
3717,request,"okay and whats the addre
"
3718,negate,"no moderately priced
"
3719,inform,"european european
"
3720,inform,"any area cuban food
"
3721,inform,"i want to find an expensive restaurant that serves vegetarian food
"
3722,inform,"german
"
3723,inform,"im looking for korean food any price range
"
3724,inform,"im looking for a restaurant in the east part of town serving australian
"
3725,inform,"moderate price range please
"
3726,null,"can i have the noise
"
3727,inform,"moderately priced danish food
"
3728,request,"and whats the phone number
"
3729,inform,"i need an expensive restaurant in the south part of town
"
3730,inform,"im looking for a restaurant that serves gastropub food any price range
"
3731,inform,"im looking for a restaurant in the west part of town that serves canapes food
"
3732,reqalts,"how about thai food
"
3733,inform,"corsica
"
3734,inform,"i would like to find an expensive restaurant in the south part
"
3735,ack,"kay um
"
3736,inform,"i dont care about the price
"
3737,inform,"im looking for moroccan food
"
3738,reqalts,"what about european
"
3739,confirm,"is that portuguese
"
3740,affirm,"ah yes can i get ah expensive restaurant in the south part of town
"
3741,null,"bout
"
3742,inform,"uh mediterranean food
"
3743,inform,"italian food in the west part of town
"
3744,inform,"im looking for kitalian food in an expensive res
"
3745,inform,"european now
"
3746,inform,"moderately priced north part of town
"
3747,request,"could you give me the number
"
3748,inform,"malaysian restaurant
"
3749,inform,"im looking for a restaurant in the north part of town serving lebanese food
"
3750,request,"noise address and the post code of the venue
"
3751,inform,"moderately priced restaurant
"
3752,inform,"i need it in the north part of town
"
3753,affirm,"yes im looking for a
"
3754,request,"may i have their address please
"
3755,request,"okay can i get the phone number
"
3756,inform,"any of town
"
3757,inform,"im looking for indian
"
3758,inform,"im looking for a restaurant in any area that serves north american type
"
3759,inform,"moderately priced priced restaurant
"
3760,inform,"find a restaurant serving cuban food
"
3761,inform,"restaurant in the west part of town serving barbecue
"
3762,request,"s the address
"
3763,inform,"im looking for a restaurant in the east part of town that serves
"
3764,inform,"the type of food is lebanese
"
3765,hello,"hi im looking for a cheap restaurant with lebanese food
"
3766,null,"adress
"
3767,inform,"um dont care
"
3768,inform,"good food
"
3769,inform,"serving international food
"
3770,inform,"i want a find a restaurant serving mediterranean food
"
3771,null,"okay ital
"
3772,request,"okay the address
"
3773,affirm,"uh yes can i find a cheap restaurant in the north part of town
"
3774,inform,"city centre
"
3775,request,"okay and can i get the phone number
"
3776,inform,"id like an expensive italian restaurant
"
3777,request,"what kind of food does you garden serve
"
3778,inform,"uh dont care
"
3779,request,"what is the type of food
"
3780,inform,"moderately priced restaurant in the south part of town
"
3781,null,"unintelligent
"
3782,reqalts,"how about north american
"
3783,reqalts,"what about indian type of food
"
3784,inform,"moderately priced food in the north part of town
"
3785,negate,"not
"
3786,inform,"restaurant in the north part of town that serves
"
3787,inform,"looking for a restaurant in the north of town
"
3788,request,"could i have their address and phone number please
"
3789,inform,"restaurant south
"
3790,inform,"uh anywhere
"
3791,reqalts,"how about one that serves korean food
"
3792,inform,"chinese food im looking for sea food
"
3793,inform,"im looking for a restaurant in the center that serves corsica
"
3794,inform,"west part of town basque food
"
3795,inform,"crossover restaurant west part of town
"
3796,inform,"looking in the west of town moderately priced
"
3797,inform,"i want to find a moderately priced restaurant that serves vietna
"
3798,inform,"im looking for a moderately priced restaurant that serves tur
"
3799,inform,"any restaurant that serves moroccan food
"
3800,inform,"id like a restaurant in the west part of town that serves danish
"
3801,inform,"asian
"
3802,inform,"im looking for a restaurant that serves world food
"
3803,request,"um whats the address and post code
"
3804,reqalts,"how about somewhere serving modern european
"
3805,thankyou,"uh thank you good bye
"
3806,inform,"are there any british rest british food
"
3807,request,"price range address phone number
"
3808,reqalts,"how about west
"
3809,inform,"i need a restaurant in any area with swedish food
"
3810,request,"i want to know the address and the
"
3811,reqalts,"anything elses
"
3812,inform,"it doesnt matter i need the north part of town
"
3813,inform,"german food
"
3814,inform,"i need a restaurant serving modern european food
"
3815,request,"okay and what area is that
"
3816,request,"noise breath whats their phone number
"
3817,inform,"a restaurant in the center of town serving carraibean food
"
3818,affirm,"uh yes mexican please
"
3819,inform,"looking for a cheap restaurant in the east part of town
"
3820,inform,"any area any price
"
3821,inform,"i want a cheap restaurant that serves european food
"
3822,thankyou,"okay thank you bye
"
3823,inform,"looking for a moderately priced restaurant in the east part of town
"
3824,inform,"how how bout chinese food
"
3825,inform,"dont care moderate
"
3826,reqalts,"how about portuguese good
"
3827,request,"and what is the address please
"
3828,thankyou,"okay and thank you and good bye
"
3829,inform,"cheap mexican food
"
3830,inform,"find moderately priced restaurant in the west part of town
"
3831,inform,"catalan
"
3832,inform,"can i find an expensive russian food restaurant
"
3833,null,"what is one of them
"
3834,inform,"looking for a restaurant that serves turkish food
"
3835,inform,"restaurant in west part of town
"
3836,inform,"that doesnt matter
"
3837,inform,"chinese food thats moderately priced
"
3838,inform,"moderately priced restaurant japanese food
"
3839,inform,"can i have irish food
"
3840,inform,"greek food in the north part of town
"
3841,reqalts,"how about international food in any price range
"
3842,inform,"ah i dont care
"
3843,inform,"im looking for a restaurant in the south part of town serving chinese food
"
3844,inform,"find me an expensive restaurant
"
3845,inform,"any asian oriental
"
3846,inform,"moderate
"
3847,inform,"id like a portuguese restaurant
"
3848,request,"can i get their post code
"
3849,inform,"i want modern european
"
3850,inform,"i want to find a restaurant that serves french food
"
3851,reqalts,"what about turkey food
"
3852,inform,"north part of town please
"
3853,request,"can i get the address phone number and price of food
"
3854,request,"okay and whats the price range
"
3855,inform,"looking for a moderately priced restaurant in the west part of town
"
3856,affirm,"uh yes can i have expensive restaurant that serves thai food
"
3857,inform,"i want spanish food
"
3858,request,"whats the address phone number and price range
"
3859,inform,"im looking for a moderately priced restaurant that serves vietnamese food
"
3860,request,"can i have the address phone number and the type of food
"
3861,inform,"moderately priced moderately priced
"
3862,reqalts,"how about persian food
"
3863,inform,"cheap restaurant in the east part of town
"
3864,inform,"cheap in the west part of town
"
3865,reqalts,"ah how bout an expensive one
"
3866,inform,"yea im looking for a restaurant that serves basque food
"
3867,inform,"find me an expensive portuguese restaurant
"
3868,inform,"canapes food
"
3869,thankyou,"um thank you goodbye
"
3870,request,"and type of food
"
3871,negate,"uh no im loo ah change it to british
"
3872,inform,"chinese chinese
"
3873,reqalts,"uh what about indian food
"
3874,inform,"uh just pick a restaurant
"
3875,reqalts,"what about italian food
"
3876,inform,"halal
"
3877,inform,"im looking for a restaurant in the west part of town that serves danish food
"
3878,inform,"im looking for an expensive restaurant in the east part of town
"
3879,inform,"that serves romanian food
"
3880,inform,"austro food
"
3881,null,"give me the least
"
3882,request,"okay what is the addre
"
3883,inform,"im looking for a restaurant that serves bistro food in the center of
"
3884,request,"what kind of food do they have there
"
3885,request,"what about the area
"
3886,inform,"okay um chinese then
"
3887,request,"what is the phone number and price range
"
3888,null,"or
"
3889,inform,"expensive french
"
3890,deny,"i dont want chinese
"
3891,inform,"im looking for a cheap restaurant that serves malaysian food
"
3892,inform,"something moderately priced
"
3893,request,"the post code
"
3894,negate,"no romanian
"
3895,inform,"i want a restaurant in the north part of town
"
3896,affirm,"yeah a cheap restaurant serving international food
"
3897,inform,"is there an expensive restaurant that serves korean food
"
3898,inform,"restauarant south part of town vanessa food
"
3899,inform,"i want to find international food
"
3900,reqalts,"how about canape
"
3901,inform,"it doesnt matter
"
3902,request,"whats the phone number for noise
"
3903,inform,"im looking for a restaurant in the center of town that serves african food
"
3904,inform,"i dont care moderate price
"
3905,hello,"hi im looking for a moderately priced restaurant
"
3906,request,"whats his addre
"
3907,inform,"brazillian
"
3908,inform,"an expensive restaurant in the south part of town
"
3909,inform,"i want a british restaurant in the east part of town
"
3910,inform,"i am looking for an expensive restaurant that serves australian food
"
3911,inform,"any food
"
3912,request,"whats the phone number of burger kitchen
"
3913,inform,"im looking for a moderately priced restaurant that serves canapes
"
3914,inform,"scandinavian food
"
3915,request,"uh whats the price range
"
3916,inform,"im looking for a cheap restaurant that serves tuscan food
"
3917,inform,"im looking for a restaurant in the center of town
"
3918,inform,"i need a cheap restaurant that serves christmas food
"
3919,inform,"what about a restaurant serving chinese food
"
3920,inform,"vegetarian food
"
3921,inform,"the west part of town id like a cheap restaurant
"
3922,inform,"i need a moderately priced restaurant in the south
"
3923,inform,"i would like an expensive restaurant in the east part of
"
3924,reqalts,"no there is no such venue how about portuguese type of food
"
3925,reqalts,"how about indians
"
3926,request,"well whats the phone number
"
3927,inform,"expensive mexican
"
3928,inform,"i want to find a cheap restaurant
"
3929,negate,"no im looking for a restaurant in the south part of town that serves
"
3930,inform,"find australian restaurant in north part of town
"
3931,request,"i need an address
"
3932,negate,"no in the south part of town
"
3933,inform,"portuguese
"
3934,reqalts,"how about international food
"
3935,inform,"uh find a restaurant in the west part of town and
"
3936,inform,"gastro pub
"
3937,request,"okay what is their address
"
3938,inform,"i want to find an expensive restaurant in the east part of town
"
3939,inform,"south south
"
3940,inform,"chinese restaurant please
"
3941,inform,"in the east part of the town
"
3942,inform,"i need a moderately priced restaurant that serves world food
"
3943,inform,"find me a restaurant in the center of town
"
3944,inform,"id like to find a restaurant serving portuguese food
"
3945,inform,"venesian
"
3946,inform,"in the east
"
3947,request,"okay what type of food is that
"
3948,inform,"any part of town
"
3949,inform,"alright can i get chinese food
"
3950,inform,"ah can i find a unintelligible restaurant serving scotch food
"
3951,inform,"i do not care
"
3952,inform,"i want a restaurant in the west part of town that serves jamaican
"
3953,inform,"i am searching for a restaurant in the center that serves
"
3954,inform,"i want to find a restaurant in the north part of town and it should serve
"
3955,inform,"want indian food
"
3956,request,"whats its address
"
3957,inform,"im looking for a cheap restaurant and it should serve polish food
"
3958,inform,"i want a cheap restaurant in the west part of town
"
3959,request,"what food does it serve
"
3960,reqalts,"how about indian
"
3961,inform,"asian oriental food
"
3962,reqalts,"okay how about a gastropub
"
3963,thankyou,"thank you thank you
"
3964,inform,"north american food
"
3965,affirm,"yea the area
"
3966,request,"can i get the address and type of food
"
3967,inform,"of this restaurant
"
3968,inform,"indian indian food in the east part of town
"
3969,inform,"that serves traditional food
"
3970,inform,"im looking for polynesian food
"
3971,inform,"west part
"
3972,inform,"i want a basque food restaurant
"
3973,request,"can i get post code
"
3974,inform,"south of south of town
"
3975,inform,"uh the center
"
3976,request,"could i have the address phone number
"
3977,confirm,"does it serve vietnamese food
"
3978,request,"may i have the address and the phone number
"
3979,inform,"i want to find a restaurant in the center and it should serve lebanese food
"
3980,inform,"i would like australian foo
"
3981,inform,"doesnt matter thai food
"
3982,bye,"thank you good bye thank you good bye
"
3983,inform,"restaurant north part of town fast food
"
3984,null,"any thing else
"
3985,reqalts,"okay how about italian food
"
3986,inform,"chineese
"
3987,inform,"that serves cuban food
"
3988,reqalts,"um what about italian food
"
3989,inform,"that serves chinese food
"
3990,inform,"cheap restaurant south part of town
"
3991,inform,"im looking for a restaurant in the north part of town and it should serve
"
3992,inform,"asian oriental food in the centre
"
3993,inform,"im looking for modern european food
"
3994,confirm,"does it serve endonesian
"
3995,request,"uh no price range whats the
"
3996,reqalts,"what about portugese
"
3997,request,"what is the signature dish
"
3998,inform,"find me a restaurant serving italian food
"
3999,inform,"im looking for international food
"
4000,inform,"uh i want cantonese food
"
4001,reqalts,"how about italian food
"
4002,inform,"id like a pan asian restaurant
"
4003,null,"what is it by
"
4004,request,"well can i get the address and the post code
"
4005,inform,"um swedish food
"
4006,inform,"i want to find a moderately priced restaurant and it should serve asian food
"
4007,inform,"a cheap restaurant
"
4008,thankyou,"thank you good
"
4009,request,"uh address
"
4010,inform,"i want to find a restaurant in the south part of town and it shows
"
4011,inform,"i want to find an expensive restaurant that serves hungarian food
"
4012,inform,"um i would like to find an expensive restaurant in the south part of town
"
4013,inform,"im looking for a cheap restaurant on the north side of town
"
4014,inform,"breath i dont care
"
4015,inform,"id like a restaurant in the center with russian food
"
4016,request,"kind of food do they serve
"
4017,null,"in the ea
"
4018,request,"what food is in the west part of town
"
4019,inform,"expensive french restaurant
"
4020,inform,"im looking for a moderately prices restaurant
"
4021,inform,"can i find a moderately priced
"
4022,affirm,"uh yes im looking for a restaurant that serves chinese food
"
4023,reqalts,"uh how about turkish type of food
"
4024,inform,"ah centre
"
4025,inform,"id like to find a cheap restaurant serving mexican
"
4026,request,"any price
"
4027,request,"part of town the address and postal code please
"
4028,request,"can i have the address of the phone number of the venue
"
4029,inform,"indian food west part of town
"
4030,inform,"im looking for a restaurant in the east part of town and it should serve greek food
"
4031,inform,"id like a restaurant in the north part of town serving swiss food
"
4032,negate,"no vietnamese
"
4033,inform,"i need cheap hungarian restaurant
"
4034,reqalts,"what about international
"
4035,request,"area
"
4036,inform,"music im looking for a moderately priced restaurant in the south part of town please
"
4037,reqalts,"how about korean type food
"
4038,inform,"im looking for a moderately priced restaurant that serves japanese
"
4039,thankyou,"alright thank you good
"
4040,request,"expensive price range
"
4041,inform,"what type food
"
4042,reqalts,"is there a restaurant serving vietnamese food
"
4043,request,"what is there address
"
4044,inform,"moderately priced any foo
"
4045,null,"is there
"
4046,inform,"pub or british type of food
"
4047,inform,"im looking for a sea food restaurant
"
4048,request,"okay may i get the address
"
4049,request,"noise can i get the address and phone number
"
4050,request,"good whats the address
"
4051,inform,"high priced
"
4052,request,"food of the venue
"
4053,inform,"im looking for an italian restaurant in the east part of town
"
4054,thankyou,"thank you and good
"
4055,request,"whats the address for moderately priced restaurants in the south part of town
"
4056,inform,"im looking for seafood
"
4057,reqalts,"what about gastropub type of foo
"
4058,inform,"a restaurant that serves german food
"
4059,inform,"im looking for a moderately priced labonese restaruant
"
4060,inform,"moderately priced restaurant serves french food
"
4061,inform,"north part of town serving gastropub food
"
4062,negate,"no im looking for gastropub food
"
4063,inform,"noise center
"
4064,inform,"sea food
"
4065,inform,"the turkiesh food
"
4066,inform,"restaurant that serves can canapes food
"
4067,confirm,"does it serve korean food
"
4068,inform,"in the moderately price
"
4069,affirm,"yeah can i um
"
4070,reqalts,"can i try another one
"
4071,inform,"i want to find a restaurant in the center that serves irish
"
4072,null,"can i
"
4073,inform,"i need a restaurant that serves halal food
"
4074,affirm,"right
"
4075,inform,"could i have a moderately priced restaurant in the east part of town
"
4076,inform,"west part of town cuban food
"
4077,inform,"expensive noise
"
4078,inform,"tv_noise im looking for tuscan food
"
4079,inform,"iam looking for a cheap restaurant and it should be in the north part of town
"
4080,inform,"were else food
"
4081,inform,"yea im looking for some spanish food
"
4082,inform,"afghan noise
"
4083,inform,"um im looking for something in the west thats moderately priced
"
4084,request,"um kay whats the post code
"
4085,reqalts,"what about portuguese food
"
4086,inform,"can i have a restaurant in the east part of town
"
4087,inform,"a cheap restaurant and it should be in the west part of town
"
4088,inform,"looking for a restaurant that serves corsica food in any area
"
4089,inform,"breath i am looking for a restaurant in any area that serves gastropub type of food
"
4090,request,"postal code
"
4091,inform,"uh world food
"
4092,inform,"indian type of food
"
4093,inform,"i need a cheap restaurant that serves indonesian food
"
4094,null,"noise
"
4095,inform,"uh any
"
4096,inform,"inexpensive
"
4097,inform,"barbecue food
"
4098,inform,"pan asian food
"
4099,inform,"serve kosher food
"
4100,inform,"i want to find a restaurant in the south part of town that serves in
"
4101,inform,"austallison
"
4102,request,"whats the phone number talking
"
4103,request,"could i get the phone number and post code
"
4104,inform,"i am looking for a moderately priced restaurant in the north
"
4105,request,"may i get the address phone number
"
4106,reqalts,"um do you have anything else
"
4107,inform,"i need a moderately priced restaurant
"
4108,inform,"id like a restaurant in the south part of town
"
4109,inform,"id like an expensive restaurant that serves bat food
"
4110,request,"addre
"
4111,inform,"i would like to find a moderately priced restaurant and it should be in the east part of town
"
4112,inform,"uh i need one in the cheap price range
"
4113,inform,"im looking for a restaurant in the south part of town serving austrian food
"
4114,null,"the adra
"
4115,hello,"hi im looking for a restaurant in the east art of town
"
4116,inform,"restaurant center serves spanish food
"
4117,inform,"im looking for thai food
"
4118,inform,"moderately priced in south part
"
4119,request,"i need the address phone number and post code
"
4120,inform,"id like to find an expensive restaurant in the east side of town
"
4121,reqalts,"thats fine how bout asian food
"
4122,reqalts,"what about portuguese
"
4123,request,"whats the address noise
"
4124,inform,"im looking for an expensive restaurant in south part of town
"
4125,inform,"i need a mexican restaurant
"
4126,request,"could i have their phone number and post code
"
4127,inform,"i am looking
"
4128,null,"thats all i need
"
4129,inform,"um in the south part of town and its cheap
"
4130,inform,"im looking for unintelligible food
"
4131,inform,"im searching for a chinese restaurant
"
4132,inform,"looking for a restaurant that serves lebanese food
"
4133,inform,"im looking for a restaurant in the south part of town it should serve kosher food
"
4134,inform,"looking for mediterranean food uh west side of town
"
4135,inform,"hungarian food in the west part of town
"
4136,inform,"uh cheap restaurant
"
4137,inform,"i want a russian restaurant
"
4138,request,"west is the address and phone number
"
4139,inform,"the expensive
"
4140,inform,"restaurant in west part of town serving corsica food
"
4141,inform,"moderately priced restaurant turkish food
"
4142,inform,"is there is no such venue that have asian oriental type of food
"
4143,inform,"uh south part of town
"
4144,request,"whats the address again
"
4145,inform,"uh gastropub food
"
4146,repeat,"back
"
4147,request,"what area is that
"
4148,inform,"moderate restaurant
"
4149,inform,"in the east part
"
4150,inform,"can i have the corsica
"
4151,inform,"in an expensive restaurant
"
4152,confirm,"is that in the north part of town
"
4153,inform,"im looking for a cheap restaurant and it should be in north part of town
"
4154,request,"what about the post code
"
4155,affirm,"yes can i have a moderate priced restaurant
"
4156,inform,"a restaurant in the west part of town that serves hungarian food
"
4157,request,"may i have the address and price range please
"
4158,negate,"no i need a restaurant in the west part of town
"
4159,inform,"im looking for a cheap restaurant serving belgain food
"
4160,inform,"uh that doesnt matter
"
4161,negate,"no indian restaurant
"
4162,reqalts,"is there a restaurant in the south part of town that serves indian food
"
4163,null,"i dont
"
4164,inform,"expensive restaurant serves
"
4165,inform,"a cheap mexican restaurant
"
4166,inform,"is there mediterranean food
"
4167,inform,"well what about chinese food
"
4168,inform,"im looking for a moderately priced restaurant that serves endonesian
"
4169,request,"may i have the address and phone number
"
4170,bye,"bye
"
4171,reqalts,"um how about chinese food
"
4172,inform,"i would like international food please
"
4173,null,"okay what was the first one
"
4174,request,"can i have the address and post code
"
4175,inform,"expensive restaurant in the south
"
4176,confirm,"does it serve polynesian food
"
4177,thankyou,"alright thank you very much food bye
"
4178,bye,"you good bye
"
4179,inform,"any where
"
4180,inform,"chinese oriental
"
4181,reqalts,"any more
"
4182,affirm,"uh yes im looking for a restaurant in any area that serves thai food
"
4183,inform,"i want to find a restaurant in the west part of town and it should
"
4184,inform,"is there not a mexican restaurant near by
"
4185,inform,"italian food in the south part of town
"
4186,inform,"world food any price range
"
4187,inform,"im looking for a moderately priced restaurant that serves polish food
"
4188,inform,"i need a restaurant in the north part of town
"
4189,request,"what part of town is it located
"
4190,request,"do you have a phone number
"
4191,affirm,"yes yes
"
4192,affirm,"yes in the moderately priced
"
4193,request,"can i have the address and the postcode
"
4194,inform,"okay im looking for moderate price range
"
4195,reqalts,"how about modern european type of food
"
4196,inform,"i need a restaurant in the west part of town that serves english food
"
4197,inform,"free food
"
4198,request,"and what is their post code
"
4199,inform,"are there any turkish restaurants
"
4200,request,"what about your signa
"
4201,request,"the food of the venue
"
4202,inform,"im looking for greek food
"
4203,null,"please
"
4204,null,"i need
"
4205,request,"what is the phone number and post code of the venue
"
4206,inform,"can i find a expensive restaurant that serves welsh food
"
4207,inform,"that can serve kosher food
"
4208,request,"the post code as well please
"
4209,affirm,"yes i want the phone number
"
4210,inform,"i dont care in the north part of town
"
4211,null,"i want to ind
"
4212,inform,"south part of town please
"
4213,inform,"i want a restaurant that serves creative food
"
4214,inform,"want to find a restaurant in the west part of town that serves german food
"
4215,request,"and the post code of the venue
"
4216,inform,"im looking for a restaurant in the south part of town serving portuguese
"
4217,inform,"turkey food
"
4218,inform,"earatrain
"
4219,inform,"id like a restaurant that serves turkish food
"
4220,inform,"a moderately priced restaurant in the north part of town
"
4221,inform,"ah scottish food
"
4222,inform,"hungarian food
"
4223,confirm,"okay is there a chinese restaurant in the north part of town
"
4224,inform,"i want to find a cheap re
"
4225,inform,"japanese food
"
4226,reqalts,"how about british restaurants
"
4227,inform,"i want to find a restaurant in the east part of town that serves basque food
"
4228,affirm,"okay and they serve portuguese food correct
"
4229,inform,"i want a moderately priced restaurant in the south part of town
"
4230,reqalts,"could i have another one
"
4231,reqalts,"something else
"
4232,inform,"moroccon
"
4233,inform,"may i have a moderately priced restaurant serving english
"
4234,inform,"can i have an asian oriental restaurant in the
"
4235,inform,"looking for an expensive restaurant
"
4236,request,"what type of food is this
"
4237,inform,"cheap restaurant in he north part of town
"
4238,null,"id like a
"
4239,inform,"im looking for a cheap restaurant
"
4240,inform,"a cheap restaurant in the north part of town
"
4241,reqalts,"okay what about european
"
4242,inform,"would like british food
"
4243,inform,"how bout i italian food
"
4244,inform,"yea i would like korean food
"
4245,request,"uh can i get the address
"
4246,inform,"can i have moderately priced restaurnt in the south part of town
"
4247,reqalts,"how about spanish
"
4248,inform,"uh chinese
"
4249,hello,"hi i would like an expensive restaurant in the east part
"
4250,reqalts,"how about a place that serves portuguese food
"
4251,request,"okay whats the address for that
"
4252,inform,"change that to any price range
"
4253,inform,"i want an expensive restaurant that serves sea food
"
4254,reqalts,"how about chinese
"
4255,inform,"looking for a restaurant in the north part of the town that serves british food
"
4256,request,"what about the phone number
"
4257,inform,"restaurant in the north part of town
"
4258,inform,"i need to find a restaurant in the west part of town that serves chinese food
"
4259,hello,"hi im looking for a rerestaurant that serves cuban food
"
4260,inform,"is there an expensive restaurant that serves french
"
4261,inform,"id like a international restaurant in the north part of town
"
4262,request,"uh can i have the address
"
4263,inform,"vietnamese type of food
"
4264,request,"the area of the venue
"
4265,null,"um breath
"
4266,request,"and what area is that in
"
4267,request,"offer you the phone number and address
"
4268,request,"noise can you repeat the post code please
"
4269,inform,"find me an expensive persian restaurant
"
4270,request,"and whats the phone number there
"
4271,null,"hm
"
4272,thankyou,"okay uh thank you and good bye
"
4273,inform,"id like a restaurant in the east part of town that serves
"
4274,inform,"im looking for a restaurant in the south
"
4275,inform,"i dont care about the price range what about thai food
"
4276,request,"address phone number area
"
4277,inform,"an an expensive restaurant
"
4278,inform,"can i get tuscan
"
4279,confirm,"is there a vietnamese restaurant
"
4280,request,"no thats post code
"
4281,confirm,"is there a chinese food
"
4282,inform,"i am looking for a cheap restaurant and it should serve seafood
"
4283,request,"do you have the post code
"
4284,inform,"i need a restaurant in the east part of town that serves world food
"
4285,request,"and their phone number please
"
4286,inform,"im looking for a restaurant that serves seafood
"
4287,null,"whats the unintelligible
"
4288,confirm,"is there a thai restaurant in the west part of town
"
4289,reqalts,"could you give me another venue
"
4290,inform,"i want a modern european restaurant
"
4291,reqalts,"how about a gastropub
"
4292,inform,"i want to find an expensive restaurant that
"
4293,reqalts,"okay is there another option
"
4294,reqalts,"there any other
"
4295,inform,"jamaican food
"
4296,inform,"looking for afghan good
"
4297,request,"what is little seouls phone number
"
4298,inform,"im looking for a restaurant in the south part of town and it should serve chinese food
"
4299,null,"aw give me the damn code
"
4300,reqalts,"how about canape food
"
4301,ack,"im good
"
4302,inform,"im looking for a moderate priced restaurant that serves kosher food
"
4303,reqalts,"okay how about french
"
4304,null,"for
"
4305,inform,"find a restaurant in the center of town
"
4306,inform,"i would like asian oriental
"
4307,inform,"expensive european food
"
4308,hello,"laughing hello
"
4309,inform,"center part of town
"
4310,inform,"need one in the west part of town
"
4311,negate,"no well how about thai
"
4312,inform,"ok i would like to find a restaurant that serves italian food
"
4313,request,"address and post code
"
4314,affirm,"yes in the south of town
"
4315,inform,"spanish food west part of town
"
