,dialog_act,utterance
15097,request,"type of food do they serve
"
15098,inform,"i want the center of town
"
15099,inform,"greek food
"
15100,reqalts,"do you have another
"
15101,thankyou,"okay thank you bye
"
15102,request,"what is the type of food
"
15103,reqalts,"is there anything else
"
15104,inform,"cuban food
"
15105,inform,"west
"
15106,inform,"korean food expensive
"
15107,inform,"cheap restaurant
"
15108,inform,"im looking for a restaurant in the west part of town that serves scottish
"
15109,request,"okay and the phone number
"
15110,null,"sil
"
15111,inform,"expensive
"
15112,inform,"any area
"
15113,request,"address
"
15114,request,"price range
"
15115,reqalts,"how about indian food
"
15116,thankyou,"thank you goodbye
"
15117,inform,"any
"
15118,thankyou,"thank you good bye
"
15119,inform,"im looking for a moderately priced restaurant
"
15120,inform,"asian
"
15121,request,"what type of food
"
15122,request,"whats the phone number
"
15123,request,"i want the address and ph
"
15124,request,"what is the address
"
15125,negate,"no what about thai food
"
15126,affirm,"yes
"
15127,thankyou,"thank you good bye
"
15128,inform,"uh restaurant in the west part of town
"
15129,inform,"chinese food
"
15130,inform,"moderate
"
15131,request,"what kind of food does it serve
"
15132,request,"phone number
"
15133,inform,"im looking for a restaurant in the center park of town that serves
"
15134,reqalts,"how about portuguese
"
15135,request,"whats the address
"
15136,request,"can i get the post code
"
15137,inform,"i want to find a cheap restaurant in the north part of town
"
15138,request,"address
"
15139,inform,"im looking a cheap restaurant
"
15140,inform,"north american food
"
15141,inform,"any
"
15142,inform,"im looking for a cheap restaurant
"
15143,inform,"portuguese food
"
15144,reqalts,"how about european food
"
15145,inform,"afghan
"
15146,thankyou,"thank you good bye
"
15147,confirm,"does it serve endonesian
"
15148,inform,"anything
"
15149,thankyou,"thank you good bye
"
15150,thankyou,"thank you good bye
"
15151,request,"what is the phone number
"
15152,inform,"looking for a cheap restaurant in the north part of town
"
15153,thankyou,"thank you good bye
"
15154,inform,"i dont care
"
15155,request,"area
"
15156,reqalts,"how about a turkish restaurant anywhere
"
15157,inform,"doesnt matter
"
15158,inform,"south
"
15159,inform,"mediterranean
"
15160,inform,"im looking for a restaurant in the north part of town that serves
"
15161,reqalts,"what about chinese
"
15162,inform,"east
"
15163,inform,"west
"
15164,request,"phone number
"
15165,thankyou,"thank you good bye
"
15166,reqalts,"what about vietnamese food
"
15167,inform,"singaporean
"
15168,request,"whats their address
"
15169,request,"may i have its address
"
15170,inform,"spanish
"
15171,inform,"any
"
15172,thankyou,"thank you good bye
"
15173,inform,"gastropub
"
15174,inform,"east
"
15175,null,"sil
"
15176,request,"and the type of food
"
15177,negate,"no a cheap restaurant
"
15178,thankyou,"thank you good bye
"
15179,inform,"im looking for a cheap restaurant in the south part of town
"
15180,reqalts,"what about the east part of town
"
15181,inform,"moderate
"
15182,thankyou,"thank you good bye
"
15183,inform,"i want a moderately priced restaurant in the west part of town
"
15184,inform,"north
"
15185,negate,"no
"
15186,inform,"cheap
"
15187,inform,"in the east part of town
"
15188,request,"whats the post code
"
15189,inform,"cheap restaurant
"
15190,thankyou,"thank you good bye
"
15191,request,"what kind of food do they serve
"
15192,inform,"west part of town
"
15193,thankyou,"thank you good bye
"
15194,inform,"any part
"
15195,inform,"price does not matter
"
15196,inform,"i want i want indian food
"
15197,inform,"irish food
"
15198,request,"and the telephone
"
15199,inform,"cheap
"
15200,request,"what is the phone number
"
15201,request,"okay can i have the phone number
"
15202,inform,"moderate
"
15203,request,"could i have the address
"
15204,inform,"im looking for a turkish type of restaurant
"
15205,thankyou,"thank you good bye
"
15206,request,"can i have the address and phone number
"
15207,request,"phone number
"
15208,thankyou,"okay thank you good bye
"
15209,request,"could i have the address and post code
"
15210,inform,"im looking for a moderately priced restaurant in the north part of town
"
15211,thankyou,"thank you good bye
"
15212,inform,"im looking for thai food
"
15213,inform,"any
"
15214,request,"type of food
"
15215,null,"noise
"
15216,inform,"gastropub
"
15217,inform,"european food
"
15218,affirm,"yes
"
15219,request,"can i have the address of the venue
"
15220,inform,"scottish food
"
15221,request,"address
"
15222,inform,"moderate
"
15223,request,"what is the phone number
"
15224,inform,"looking for a cheap restaurant serving portuguese food
"
15225,request,"address
"
15226,request,"phone number
"
15227,null,"static
"
15228,inform,"any
"
15229,affirm,"yeah
"
15230,request,"address
"
15231,inform,"i want a cheap restaurant in the north part of town
"
15232,request,"can i have the address and phone number
"
15233,inform,"asian oriental food
"
15234,inform,"i dont care
"
15235,inform,"i dont know
"
15236,null,"unintelligible
"
15237,null,"sil
"
15238,inform,"turkish food
"
15239,thankyou,"thank you good bye
"
15240,inform,"chinese type of food
"
15241,reqalts,"is there anything else
"
15242,request,"whats the phone number
"
15243,thankyou,"thank you good bye
"
15244,negate,"no i want thai food
"
15245,request,"what is the phone number
"
15246,inform,"italian food
"
15247,inform,"center of town
"
15248,thankyou,"thank you good bye
"
15249,request,"the area of the venue
"
15250,inform,"indian
"
15251,request,"okay and ah whats the price range
"
15252,thankyou,"thank you good bye
"
15253,inform,"in the east part of town
"
15254,request,"what is a phone number
"
15255,inform,"moderate
"
15256,request,"phone number
"
15257,inform,"brazilian
"
15258,inform,"if there is no such venue how about spanish type of food
"
15259,request,"and what area is it in
"
15260,thankyou,"thank you good bye
"
15261,inform,"west
"
15262,request,"and whats the phone number
"
15263,thankyou,"thank you good bye
"
15264,inform,"i need a place that serves spanish food
"
15265,inform,"british food
"
15266,inform,"dont care want afghan food afghan food afghan
"
15267,inform,"eritrean food
"
15268,affirm,"yes
"
15269,inform,"vietnamese food
"
15270,thankyou,"thank you good bye
"
15271,thankyou,"thank you good bye
"
15272,inform,"any
"
15273,null,"noise
"
15274,affirm,"yes
"
15275,bye,"okay good bye
"
15276,inform,"cheap restaurant
"
15277,inform,"south
"
15278,request,"what is the address
"
15279,bye,"good thank you good bye
"
15280,reqalts,"anything else
"
15281,reqalts,"anything else
"
15282,inform,"chinese
"
15283,request,"what kind of food does it serve
"
15284,thankyou,"thank you goodbye
"
15285,thankyou,"thank you good bye
"
15286,affirm,"yes
"
15287,inform,"gastropub
"
15288,thankyou,"thank you goodbye
"
15289,negate,"no
"
15290,inform,"cheap
"
15291,null,"sil
"
15292,request,"phone number
"
15293,negate,"no spanish
"
15294,inform,"i dont care
"
15295,request,"price range
"
15296,inform,"im looking for an expensive restaurant
"
15297,inform,"i would like a cheap restaurant in the north part of town
"
15298,inform,"european food
"
15299,inform,"south
"
15300,request,"whats the phone number
"
15301,inform,"expensive
"
15302,inform,"i want to find a restaurant in any area
"
15303,reqalts,"is their anything else
"
15304,inform,"im looking for an expensive restaurant
"
15305,request,"phone number
"
15306,inform,"moderate
"
15307,thankyou,"thank you good bye
"
15308,request,"and what is the price range
"
15309,thankyou,"thank you good bye
"
15310,thankyou,"thank you good bye
"
15311,inform,"dont care
"
15312,request,"what type of food do they have
"
15313,reqalts,"what about european food
"
15314,thankyou,"thank you good bye
"
15315,inform,"mexican
"
15316,inform,"im looking for a cheap restaurant
"
15317,thankyou,"thank you good bye
"
15318,request,"in what area
"
15319,inform,"im looking for a cheap restaurant in the south part of town
"
15320,inform,"and it should be in the south part of town
"
15321,request,"what type of food
"
15322,request,"may i get the address and phone please
"
15323,inform,"id like an expensive thai restaurant
"
15324,inform,"venue
"
15325,thankyou,"thank you good bye
"
15326,request,"what is the address and phone number and area
"
15327,inform,"i dont care
"
15328,request,"whats the address
"
15329,request,"whats the address
"
15330,thankyou,"thank you good bye
"
15331,affirm,"yes
"
15332,request,"where is the area
"
15333,request,"what is the address
"
15334,thankyou,"thank you good bye
"
15335,inform,"moderately priced
"
15336,inform,"doesnt matter
"
15337,inform,"i want a polynesian restaurant in the west part of town
"
15338,thankyou,"thank you good bye
"
15339,bye,"good bye
"
15340,affirm,"right
"
15341,inform,"any area
"
15342,reqalts,"is there anything else
"
15343,inform,"i dont care
"
15344,inform,"im looking for an expensive restaurant that serves unintelligible food
"
15345,inform,"moderately priced restaurant
"
15346,inform,"canapes food
"
15347,inform,"uh it doesnt matter
"
15348,request,"phone number
"
15349,request,"what is the phone number
"
15350,null,"unintelligible
"
15351,inform,"south part of town
"
15352,thankyou,"thank you good bye
"
15353,inform,"i want scottish food
"
15354,request,"may i have the phone number please
"
15355,request,"price range
"
15356,inform,"i want a moderately priced restaurant that serves
"
15357,inform,"italian
"
15358,request,"address
"
15359,request,"address
"
15360,affirm,"in the center yes
"
15361,thankyou,"thank you good bye
"
15362,inform,"gastropub food
"
15363,inform,"south
"
15364,thankyou,"thank you good bye
"
15365,inform,"cheap
"
15366,inform,"looking for cuban food that is moderately priced
"
15367,request,"type of food do they serve
"
15368,thankyou,"thank you good bye
"
15369,inform,"id like a cheap restaurant in the north part of town
"
15370,inform,"i dont care
"
15371,inform,"international food
"
15372,thankyou,"thank you good bye
"
15373,request,"and the type of food at gourmet burger kitchen
"
15374,inform,"i need something in the east part of town that serves
"
15375,thankyou,"thank you good bye
"
15376,negate,"no im looking for thai food
"
15377,affirm,"yes
"
15378,request,"address
"
15379,reqalts,"how about asian oriental type of food
"
15380,inform,"doesnt matter i dont care
"
15381,inform,"im looking for a restaurant
"
15382,null,"sil
"
15383,null,"and can
"
15384,inform,"can i find a restaurant that serves international food
"
15385,request,"can i get the phone number
"
15386,inform,"hey im looking for a restaurant in the west part of town
"
15387,inform,"north
"
15388,inform,"moderately priced restaurant that serves indian food
"
15389,null,"im looking
"
15390,inform,"looking for a cheap restaurant
"
15391,inform,"i dont care
"
15392,inform,"any
"
15393,request,"what is the address
"
15394,request,"price range
"
15395,thankyou,"thank you good bye
"
15396,thankyou,"thank you good bye
"
15397,inform,"i want a restaurant that serves welsh food
"
15398,inform,"um any time of european type food
"
15399,null,"or
"
15400,thankyou,"thank you good bye
"
15401,reqalts,"anything else
"
15402,inform,"looking for romanian food in the east part of town
"
15403,inform,"italian food in the west part of town
"
15404,inform,"i dont care
"
15405,inform,"cheap restaurant
"
15406,negate,"no
"
15407,negate,"no
"
15408,request,"phone number
"
15409,request,"address
"
15410,request,"what is the address
"
15411,request,"can i get the address
"
15412,request,"could i have the address phone number and post code
"
15413,inform,"korean food
"
15414,inform,"dont care
"
15415,inform,"british food
"
15416,request,"phone number
"
15417,request,"what type of food
"
15418,inform,"i dont care
"
15419,inform,"thai food
"
15420,confirm,"does it serve european type food
"
15421,request,"may i have the phone number
"
15422,request,"what is the post code
"
15423,inform,"i dont care
"
15424,inform,"south
"
15425,request,"area
"
15426,inform,"any kind
"
15427,inform,"looking for a restaurant in the north part of town
"
15428,thankyou,"thank you
"
15429,inform,"i need a moderately priced restaurant in the west part of town
"
15430,request,"can i have their phone number
"
15431,inform,"west
"
15432,thankyou,"thank you good bye
"
15433,thankyou,"thank you good bye
"
15434,request,"whats the address
"
15435,request,"what is the address
"
15436,inform,"cheap restaurant in the east of town
"
15437,thankyou,"thank you good bye
"
15438,inform,"can i have the venusian food
"
15439,inform,"south
"
15440,inform,"find me a restaurant in the north part of town
"
15441,affirm,"yes
"
15442,inform,"something serving swiss food
"
15443,inform,"it doesnt matter
"
15444,thankyou,"thank you good bye
"
15445,reqalts,"how about mediterranean food
"
15446,inform,"is there anything in the cheap price range
"
15447,inform,"id like to find a cheap restaurant in the west part of town
"
15448,affirm,"yes spanish restaurant
"
15449,request,"can i have the address
"
15450,thankyou,"thank you good bye
"
15451,thankyou,"thank you good bye
"
15452,inform,"any
"
15453,inform,"im looking for a cheap restaurant in the north of
"
15454,inform,"im looking for a moderately priced restaurant that serves christmas food
"
15455,inform,"moderate range
"
15456,reqalts,"how about portuguese
"
15457,thankyou,"thank you good bye
"
15458,inform,"any area
"
15459,reqalts,"how about korean foo
"
15460,request,"whats the address
"
15461,inform,"moderately
"
15462,inform,"im looking for a moderately priced restaurant that serves
"
15463,inform,"cheap
"
15464,request,"and the post code
"
15465,inform,"moroccan food
"
15466,inform,"expensive
"
15467,request,"can i have the address
"
15468,inform,"chinese food
"
15469,request,"whats its price range
"
15470,inform,"there korean food
"
15471,request,"phone number
"
15472,thankyou,"thank you good bye
"
15473,reqalts,"uh okay how about indian food in the east part of town
"
15474,inform,"im looking for an expensive restaurant in the south part of town
"
15475,affirm,"correct
"
15476,null,"noise
"
15477,inform,"id like a restaurant in any area that serves
"
15478,request,"phone number
"
15479,reqalts,"is there anything else
"
15480,inform,"cross over
"
15481,reqalts,"how about modern european food
"
15482,request,"what is the address
"
15483,inform,"expensive romanian
"
15484,request,"what is their area
"
15485,inform,"german
"
15486,thankyou,"thank you good bye
"
15487,inform,"german food
"
15488,inform,"cheap
"
15489,thankyou,"thank you good bye
"
15490,affirm,"yes
"
15491,inform,"east part of town
"
15492,inform,"dont care
"
15493,inform,"im looking for a cheap restaurant in the west part of town
"
15494,thankyou,"thank you good bye
"
15495,inform,"moderate
"
15496,request,"what is the phone number
"
15497,reqalts,"how about a moderately priced restaurant that serves spani
"
15498,reqalts,"how about thai food
"
15499,inform,"any price range
"
15500,inform,"im looking for a moderately priced restaurant in the north part of town
"
15501,null,"pizza
"
15502,inform,"romanian
"
15503,thankyou,"thank you good bye
"
15504,inform,"i dont care
"
15505,request,"can i get the address and phone number
"
15506,inform,"cheap restaurant north part of town
"
15507,affirm,"yes
"
15508,request,"what is the phone number and address
"
15509,inform,"cheap
"
15510,request,"what is the address
"
15511,inform,"i dont care
"
15512,null,"sil
"
15513,affirm,"yes
"
15514,inform,"moderate
"
15515,thankyou,"thank you good bye
"
15516,thankyou,"thank you and good bye
"
15517,request,"phone number
"
15518,affirm,"yes
"
15519,null,"what
"
15520,request,"in the area
"
15521,thankyou,"thank you good bye
"
15522,reqalts,"is there anything else
"
15523,inform,"south of town
"
15524,inform,"expensive
"
15525,inform,"id like a expensive restaurant in the south part of town
"
15526,null,"serve
"
15527,null,"unintelligible
"
15528,request,"may i have the address
"
15529,inform,"im looking for world food
"
15530,thankyou,"thank you good bye
"
15531,request,"whats their address
"
15532,inform,"belgian food
"
15533,null,"im looking
"
15534,inform,"expensive restaurant expensive restaurant east
"
15535,request,"phone number
"
15536,request,"address
"
15537,thankyou,"thank you good bye
"
15538,request,"whats their post code
"
15539,thankyou,"noise thank you goodbye
"
15540,inform,"im looking for air tran food in the south part of town
"
15541,inform,"north
"
15542,affirm,"yes
"
15543,request,"can i get the post code
"
15544,inform,"im looking for a cheap restaurant in the north part of town
"
15545,thankyou,"thank you goodbye
"
15546,inform,"british food
"
15547,reqalts,"how bout any price range
"
15548,inform,"im looking for an expensive restaurant with venetian food
"
15549,request,"whats the phone number
"
15550,thankyou,"thank you good bye
"
15551,request,"whats their address
"
15552,request,"and the post code
"
15553,request,"address
"
15554,inform,"any
"
15555,thankyou,"uh thank you good bye
"
15556,null,"sil
"
15557,thankyou,"thank you good bye
"
15558,request,"whats the address
"
15559,request,"what is the post code
"
15560,reqalts,"anything else
"
15561,thankyou,"thank you good bye
"
15562,request,"address
"
15563,inform,"thai food
"
15564,inform,"okay well any price range at all
"
15565,null,"noise
"
15566,inform,"vietnamese food
"
15567,request,"postal code
"
15568,request,"whats the post code
"
15569,request,"whats the phone number
"
15570,request,"and whats their address
"
15571,inform,"it doesnt matter
"
15572,reqalts,"okay how about a gastropub
"
15573,thankyou,"thank you good bye
"
15574,inform,"i want to find a expensive restaurant in the south part of town
"
15575,inform,"oriental food
"
15576,request,"whats the address
"
15577,request,"may i have the phone number
"
15578,null,"and whats the postal code
"
15579,request,"what type of food is this
"
15580,inform,"im looking for an expensive restaurant that serves danish food
"
15581,affirm,"right
"
15582,reqalts,"is there a restaurant that serves indian food
"
15583,thankyou,"thank you good bye
"
15584,thankyou,"thank you good bye
"
15585,reqalts,"is there anything else
"
15586,inform,"doesnt matter
"
15587,null,"serve
"
15588,inform,"i wanna find a moderately priced restaurant in the east part of t
"
15589,thankyou,"thank you goodbye
"
15590,inform,"moderately priced restaurant in
"
15591,inform,"air tran
"
15592,inform,"dont care
"
15593,null,"unintelligible
"
15594,inform,"gastropub
"
15595,inform,"spanish food
"
15596,request,"can i have the address and phone number
"
15597,inform,"seafood
"
15598,request,"awesome um whats the number
"
15599,request,"phone number
"
15600,request,"i want to find the address
"
15601,request,"phone number
"
15602,reqalts,"how about asian oriental
"
15603,inform,"west
"
15604,null,"unintelligible
"
15605,inform,"i dont care
"
15606,request,"what is the address
"
15607,request,"whats the address
"
15608,inform,"south
"
15609,inform,"um chinese food
"
15610,inform,"catalonia in the east part of town
"
15611,inform,"catalan food
"
15612,request,"may i have the phone number
"
15613,request,"whats the phone number
"
15614,request,"may i have the address
"
15615,inform,"moderate priced
"
15616,request,"what is the address and phone number
"
15617,inform,"anything cheap
"
15618,null,"sil
"
15619,thankyou,"uh thank you good bye
"
15620,thankyou,"thank you good bye
"
15621,thankyou,"thank you good bye
"
15622,request,"and what type of food
"
15623,request,"whats the address
"
15624,inform,"cheap portugeuse
"
15625,inform,"it doesnt matter
"
15626,request,"what is the address and phone number
"
15627,affirm,"yes
"
15628,request,"okay and can i get the address
"
15629,request,"what is the phone number
"
15630,inform,"cantonese food
"
15631,thankyou,"thank you good bye
"
15632,request,"post code
"
15633,null,"unintelligible
"
15634,affirm,"yes it should be in the east part of town
"
15635,thankyou,"thank you good bye
"
15636,inform,"portuguese
"
15637,thankyou,"thank you good bye
"
15638,request,"may i have the address and the phone number
"
15639,thankyou,"thank you goodb
"
15640,reqalts,"how about korean
"
15641,reqalts,"how about asian oriental
"
15642,reqalts,"what about chinese food
"
15643,thankyou,"thank you good bye
"
15644,thankyou,"thank you good bye
"
15645,request,"what is the address
"
15646,null,"noise
"
15647,inform,"indian food
"
15648,request,"address
"
15649,inform,"moderately priced restaurant
"
15650,request,"could i get their address and phone number
"
15651,null,"unintelligible
"
15652,request,"may i have the phone number and address please
"
15653,reqalts,"how about portuguese food
"
15654,request,"what food is available
"
15655,thankyou,"thank you good bye
"
15656,request,"phone number
"
15657,request,"and phone number please
"
15658,request,"whats the phone number
"
15659,request,"address
"
15660,null,"noise
"
15661,request,"what is the address and phone number
"
15662,inform,"i want to find a restaurant in the north part of town and it should serve
"
15663,confirm,"is there a indian restaurant in the south part of town
"
15664,request,"whats the phone number
"
15665,inform,"scandinavian food
"
15666,thankyou,"thank you
"
15667,request,"may i have the address and phone number
"
15668,affirm,"uh yes i would like a restaurant in the south
"
15669,affirm,"yes
"
15670,inform,"cheap restaurant
"
15671,inform,"the south part of town
"
15672,reqalts,"another restaurant
"
15673,request,"what is the phone number
"
15674,request,"the address
"
15675,thankyou,"thank you good bye
"
15676,inform,"im looking for an indian restaurant in the
"
15677,reqalts,"how about chinese food
"
15678,request,"address
"
15679,inform,"i want to find a moderately priced restaurant and it should be in the west part of town
"
15680,affirm,"yes
"
15681,null,"unintelligible
"
15682,negate,"no
"
15683,thankyou,"thank you goodbye
"
15684,inform,"cheap restaurant serving malaysian food
"
15685,request,"phone number
"
15686,request,"may i have the address and price range
"
15687,reqalts,"is there anything else
"
15688,inform,"im looking for a moderate priced restaurant in the south part of
"
15689,request,"what is the address
"
15690,request,"may i have the phone number and post code please
"
15691,reqalts,"how about chinese food
"
15692,request,"what is the address and phone number
"
15693,request,"can i have the phone number
"
15694,thankyou,"thank you good bye
"
15695,inform,"gastropub
"
15696,request,"address
"
15697,inform,"moderate
"
15698,null,"tv_noise
"
15699,request,"address
"
15700,restart,"oh jesus christ start over
"
15701,reqalts,"how about korean now
"
15702,inform,"dont care
"
15703,ack,"okay um
"
15704,reqalts,"thats fine how bout asian food
"
15705,null,"i know mia
"
15706,request,"can i have the phone number
"
15707,request,"and the phone number
"
15708,request,"what is the phone number and address
"
15709,null,"sil
"
15710,affirm,"yes
"
15711,inform,"um im looking for a restaurant in north part of town
"
15712,affirm,"yes
"
15713,inform,"i dont care
"
15714,inform,"serving romania food
"
15715,thankyou,"thank you goodbye
"
15716,inform,"east
"
15717,null,"noise
"
15718,bye,"bye
"
15719,thankyou,"thank you good bye
"
15720,thankyou,"thank you good bye
"
15721,request,"and what type of food is that
"
15722,null,"okay
"
15723,reqalts,"is there anything else
"
15724,restart,"start over
"
15725,inform,"i would like an expensive restaurant in the south of town
"
15726,null,"sil
"
15727,request,"whats their phone number
"
15728,null,"unintelligible
"
15729,request,"area
"
15730,request,"whats the address
"
15731,thankyou,"thank you good bye
"
15732,thankyou,"thank you good bye
"
15733,inform,"lebanese food
"
15734,thankyou,"okay thank you goodbye
"
15735,inform,"jamaican
"
15736,inform,"any
"
15737,reqalts,"how about french
"
15738,bye,"good bye
"
15739,inform,"south
"
15740,request,"address
"
15741,inform,"im looking for moderately priced restaurant in the north part of town
"
15742,inform,"moderate
"
15743,inform,"christmas food
"
15744,inform,"center area
"
15745,inform,"what about a restaurant serving chinese food
"
15746,inform,"um doesnt matter if its in the center of the town
"
15747,inform,"basque
"
15748,inform,"south
"
15749,inform,"modern european
"
15750,inform,"indian food
"
15751,inform,"west
"
15752,affirm,"yes
"
15753,inform,"i want to find a moderately priced restaurant in the east part of town
"
15754,inform,"any
"
15755,request,"can i have the address and phone number
"
15756,request,"address
"
15757,inform,"catalan
"
15758,request,"may i have its address
"
15759,request,"what is the phone number and address
"
15760,inform,"i dont care
"
15761,inform,"bistro food
"
15762,request,"what is the post code
"
15763,request,"phone number
"
15764,inform,"cantonese food
"
15765,thankyou,"thank you good bye
"
15766,request,"and the post code
"
15767,inform,"im looking for vegetarian food in any price range
"
15768,null,"im looking
"
15769,thankyou,"thank you good bye
"
15770,inform,"any food that serves any restaurant thats expensive
"
15771,null,"sil
"
15772,request,"what is the phone number
"
15773,request,"and the price range
"
15774,inform,"a cheap restaurant in
"
15775,affirm,"yes
"
15776,reqalts,"how about chinese food
"
15777,thankyou,"thank you good bye
"
15778,inform,"um moderate
"
15779,null,"noise
"
15780,inform,"uh doesnt matter
"
15781,reqalts,"how about french food
"
15782,request,"phone number
"
15783,affirm,"yes
"
15784,thankyou,"thank you good bye
"
15785,negate,"no
"
15786,reqalts,"is there a restaurant in the south part of town that serves italian food
"
15787,request,"okay the address
"
15788,affirm,"ye
"
15789,null,"sil
"
15790,request,"and the address
"
15791,inform,"north
"
15792,inform,"it doesnt matter
"
15793,inform,"any price range
"
15794,request,"okay and can i get their address
"
15795,null,"noise
"
15796,reqalts,"how about indian food
"
15797,request,"price range
"
15798,inform,"north
"
15799,thankyou,"thank you good bye
"
15800,inform,"south
"
15801,inform,"if there is no such venue how about french type of food
"
15802,affirm,"yes
"
15803,request,"what is the post code
"
15804,null,"both
"
15805,reqalts,"how about mediterranean
"
15806,inform,"south
"
15807,request,"what is the address
"
15808,request,"type of food
"
15809,inform,"im looking for korean food
"
15810,request,"type of food
"
15811,request,"phone number
"
15812,request,"whats the phone number
"
15813,thankyou,"thank you goodbye
"
15814,inform,"moderately priced
"
15815,request,"can i have the address
"
15816,inform,"i need a moderate priced restaurant in the north part of town
"
15817,thankyou,"thank you good bye
"
15818,inform,"south
"
15819,inform,"world food
"
15820,inform,"doesnt matter
"
15821,inform,"im looking for a restaurant in the south part of town serving chinese food
"
15822,thankyou,"thank you good bye
"
15823,inform,"south
"
15824,inform,"cheap restaurant
"
15825,negate,"wait no i wanted portuguese food
"
15826,inform,"im looking for a moderately priced restaurant in the north part of town
"
15827,inform,"im looking for a cheap restaurant in the north part of town
"
15828,confirm,"is it in the center of town
"
15829,reqalts,"what about chinese type of food
"
15830,reqalts,"how about italian food
"
15831,inform,"south
"
15832,reqalts,"how about british food
"
15833,inform,"a restaurant in the center
"
15834,inform,"yea i would like korean food
"
15835,request,"what is the golden woks phone number
"
15836,inform,"any
"
15837,thankyou,"thank you good bye
"
15838,thankyou,"okay thank you
"
15839,request,"phone number
"
15840,inform,"any kind
"
15841,inform,"dont care
"
15842,inform,"thai food
"
15843,thankyou,"thank you good bye
"
15844,inform,"im looking for an expensive restaurant that serves asian oriental food
"
15845,request,"whats the phone number
"
15846,thankyou,"thank you good bye
"
15847,request,"phone number
"
15848,request,"phone number
"
15849,inform,"north
"
15850,request,"can i get the address
"
15851,thankyou,"thank you good bye
"
15852,thankyou,"thank you
"
15853,reqalts,"is there anything else
"
15854,request,"and their post code
"
15855,null,"sil
"
15856,reqalts,"what about indian food
"
15857,inform,"i dont care
"
15858,inform,"dont care
"
15859,request,"whats the phone number
"
15860,null,"sil
"
15861,inform,"i want a cheap restaurant in the south part of town
"
15862,request,"what is the address
"
15863,inform,"malyasian
"
15864,inform,"bistro
"
15865,inform,"north
"
15866,reqalts,"is there anything else
"
15867,inform,"south
"
15868,request,"okay please give me the phone number
"
15869,inform,"id like a restaurant in any area
"
15870,null,"um
"
15871,thankyou,"thank you good bye
"
15872,request,"phone number
"
15873,request,"whats the address
"
15874,inform,"center
"
15875,request,"phone number
"
15876,request,"okay can i have the address
"
15877,request,"phone number
"
15878,null,"sil
"
15879,request,"address
"
15880,request,"phone number
"
15881,thankyou,"thank you good bye
"
15882,request,"address
"
15883,inform,"persian
"
15884,bye,"good bye
"
15885,inform,"french
"
15886,request,"what kind of food do they serve
"
15887,request,"whats their phone number
"
15888,negate,"no
"
15889,inform,"i dont care
"
15890,inform,"im looking for venison food cross talk
"
15891,request,"and phone number
"
15892,null,"noise
"
15893,null,"noise
"
15894,inform,"south part of town
"
15895,bye,"good bye
"
15896,request,"area
"
15897,inform,"thai food
"
15898,inform,"singaporean
"
15899,inform,"any
"
15900,reqalts,"is there anything else
"
15901,inform,"i want a moderately priced restaurant in the east part of town
"
15902,reqalts,"how about modern european food
"
15903,inform,"cheap
"
15904,affirm,"yes can i have can i get swedish food in any area
"
15905,inform,"west part of town
"
15906,inform,"in the west
"
15907,thankyou,"thank you good bye
"
15908,affirm,"yes cheap restaurant
"
15909,null,"noise
"
15910,request,"post code
"
15911,reqalts,"how about french food
"
15912,reqalts,"is there anything serving international food
"
15913,thankyou,"thank you goodbye
"
15914,inform,"indonesian food
"
15915,request,"what is its address
"
15916,request,"and their phone number
"
15917,null,"unintelligible
"
15918,inform,"catalan
"
15919,thankyou,"thank you good bye
"
15920,null,"unintelligible
"
15921,reqalts,"how about italian food in the west part of town
"
15922,thankyou,"thank you good bye
"
15923,affirm,"yea
"
15924,thankyou,"thank you good bye
"
15925,inform,"dont care
"
15926,inform,"doesnt matter
"
15927,null,"noise
"
15928,affirm,"yes
"
15929,inform,"i need to find a cheap restaurant
"
15930,confirm,"does it serve thai food
"
15931,request,"address
"
15932,request,"whats the address
"
15933,thankyou,"thank you good bye
"
15934,request,"what type of food
"
15935,negate,"uh no preference
"
15936,thankyou,"thank you good bye
"
15937,request,"address
"
15938,thankyou,"thank you good bye
"
15939,request,"what kind of food
"
15940,negate,"no
"
15941,inform,"dont care
"
15942,request,"what is the address and post code
"
15943,request,"whats the phone number
"
15944,inform,"i want to find a restaurant in the east part of town that serves canapes foo
"
15945,inform,"any
"
15946,request,"phone number
"
15947,inform,"i need a cheap restaurant in the south part of town
"
15948,request,"phone number
"
15949,inform,"any
"
15950,null,"unintelligible
"
15951,inform,"the center
"
15952,inform,"i dont care
"
15953,request,"whats the address
"
15954,inform,"i need it in the north part of town
"
15955,request,"whats the post code
"
15956,inform,"noise west
"
15957,inform,"food
"
15958,thankyou,"thank you good bye
"
15959,request,"can i get the address
"
15960,request,"part of town is it in
"
15961,inform,"i dont care
"
15962,reqalts,"how about chinese
"
15963,null,"sil
"
15964,inform,"any area
"
15965,inform,"any
"
15966,thankyou,"thank you good bye
"
15967,inform,"a restaurant
"
15968,request,"type of food
"
15969,inform,"it doesnt matter
"
15970,inform,"i want to find a cheap restaurant in the south part of town
"
15971,inform,"a cuban restaurant cuban restaurant
"
15972,request,"what is the phone number
"
15973,request,"could i have its number
"
15974,inform,"moderately priced
"
15975,reqalts,"how about french food
"
15976,request,"address
"
15977,inform,"it doesnt matter
"
15978,inform,"south
"
15979,request,"address
"
15980,request,"do you have the address
"
15981,thankyou,"thank you good bye
"
